	dir	ns	predicate	expanded	description
546	analyst-assessment	analyst-assessment	binary-reversing-experience	Reversing experience	The analyst experience in reversing expressed in years range in the field tagged. The year range is based on a standard 40-hour work week.
547	analyst-assessment	analyst-assessment	os	Operating System	Operating System that the analyst has experience with.
548	analyst-assessment	analyst-assessment	web	Web applications-related skills	Web application vulnerabilities and technique that the analyst has experience with.
549	analyst-assessment	analyst-assessment	web-experience	Experience	The analyst experience expressed to web application security in years range in the field tagged.
550	analyst-assessment	analyst-assessment	crypto-experience	Experience	The analyst experience related to cryptography expressed in years range in the field tagged.
551	passivetotal	passivetotal	sinkholed	Sinkhole Status	
552	passivetotal	passivetotal	ever-compromised	Ever Compromised?	
553	passivetotal	passivetotal	dynamic-dns	Dynamic DNS	
554	passivetotal	passivetotal	class	Classification	
555	PAP	PAP	RED	(PAP:RED) Non-detectable actions only. Recipients may not use PAP:RED information on the network. Only passive actions on logs, that are not detectable from the outside.	
556	PAP	PAP	AMBER	(PAP:AMBER) Passive cross check. Recipients may use PAP:AMBER information for conducting online checks, like using services provided by third parties (e.g. VirusTotal), or set up a monitoring honeypot.	
557	PAP	PAP	GREEN	(PAP:GREEN) Active actions allowed. Recipients may use PAP:GREEN information to ping the target, block incoming/outgoing traffic from/to the target or specifically configure honeypots to interact with the target.	
558	PAP	PAP	WHITE	(PAP:WHITE) No restrictions in using this information.	
559	workflow	workflow	todo	Todo	Todo are the actions to be performed by one or more analyst(s) to apply cognitive methods, evaluation(s), weightening information, to validate hypothesis or complete additional tasks to improve the overall information or data being tagged with a todo. 
560	workflow	workflow	state	State	State are the different states of the information or data being tagged.
561	pandemic	pandemic	covid-19	COVID-19	
562	false-positive	false-positive	risk	Risk	Risk of having false positives in the tagged value.
563	false-positive	false-positive	confirmed	Confirmed	Confirmed false positives in the tagged value.
564	economical-impact	economical-impact	loss	Loss	A financial impact evaluated as a casuality.
565	economical-impact	economical-impact	gain	Gain	A financial impact evaluated as a benefit.
566	iep	iep	commercial-use	COMMERCIAL USE	States whether Recipients are permitted to use information received in commercial products or services.
567	iep	iep	external-reference	EXTERNAL REFERENCE	This statement can be used to convey a description or reference to any applicable licenses, agreements, or conditions between the producer and receiver.
568	iep	iep	encrypt-in-transit	ENCRYPT IN TRANSIT	States whether the received information has to be encrypted when it is retransmitted by the recipient.
569	iep	iep	encrypt-at-rest	ENCRYPT AT REST	States whether the received information has to be encrypted by the Recipient when it is stored at rest.
570	iep	iep	permitted-actions	PERMITTED ACTIONS	States the permitted actions that Recipients can take upon information received.
571	iep	iep	affected-party-notifications	AFFECTED PARTY NOTIFICATIONS	Recipients are permitted notify affected third parties of a potential compromise or threat.
572	iep	iep	traffic-light-protocol	TRAFFIC LIGHT PROTOCOL	Recipients are permitted to redistribute the information received within the redistribution scope as defined by the enumerations.
573	iep	iep	provider-attribution	PROVIDER ATTRIBUTION	Recipients could be required to attribute or anonymize the Provider when redistributing the information received.
574	iep	iep	obfuscate-affected-parties	OBFUSCATE AFFECTED PARTIES	Recipients could be required to obfuscate or anonymize information that could be used to identify the victims before redistributing the information received.
575	iep	iep	unmodified-resale	UNMODIFIED RESALE	States whether the recipient MAY or MUST NOT resell the information received unmodified or in a semantically equivalent format.
576	iep	iep	start-date	POLICY START DATE	States the UTC date that the IEP is effective from.
577	iep	iep	end-date	POLICY END DATE	States the UTC date that the IEP is effective until.
578	iep	iep	reference	POLICY REFERENCE	This statement can be used to provide a URL reference to the specific IEP implementation.
579	iep	iep	name	POLICY NAME	This statement can be used to provide a name for an IEP implementation.
580	iep	iep	version	POLICY VERSION	States the version of the IEP framework that has been used.
581	iep	iep	id	POLICY ID	Provides a unique ID to identify a specific IEP implementation.
582	course-of-action	course-of-action	passive	Passive actions have no influence of the adversarys doing.	
583	course-of-action	course-of-action	active	Active actions can impact the adversary doing.	
584	ecsirt	ecsirt	abusive-content	Abusive Content	Abusive Content.
585	ecsirt	ecsirt	malicious-code	Malicious Code	Software that is intentionally included or inserted in a system for a harmful purpose. A user interaction is normally necessary to activate the code.
586	ecsirt	ecsirt	information-gathering	Information Gathering	Information Gathering.
587	ecsirt	ecsirt	intrusion-attempts	Intrusion Attempts	Intrusion Attempts.
588	ecsirt	ecsirt	intrusions	Intrusions	A successful compromise of a system or application (service). This can have been caused remotely by a known or new vulnerability, but also by an unauthorized local access. Also includes being part of a botnet.
589	ecsirt	ecsirt	availability	Availability	By this kind of an attack a system is bombarded with so many packets that the operations are delayed or the system crashes. DoS examples are ICMP and SYN floods, Teardrop attacks and mail-bombing. DDoS often is based on DoS attacks originating from botnets, but also other scenarios exist like DNS Amplification attacks. However, the availability also can be affected by local actions (destruction, disruption of power supply, etc.) – or by Act of God, spontaneous failures or human error, without malice or gross neglect being involved.
590	ecsirt	ecsirt	information-content-security	Information Content Security	Besides a local abuse of data and systems the information security can be endangered by a successful account or application compromise. Furthermore attacks are possible that intercept and access information during transmission (wiretapping, spoofing or hijacking). Human/configuration/software error can also be the cause.
591	ecsirt	ecsirt	fraud	Fraud	Fraud.
592	ecsirt	ecsirt	vulnerable	Vulnerable	Open resolvers, world readable printers, vulnerability apparent from Nessus etc scans, virus signatures not up-to-date, etc
593	ecsirt	ecsirt	other	Other	All incidents which don't fit in one of the given categories should be put into this class. If the number of incidents in this category increases, it is an indicator that the classification scheme must be revised
594	ecsirt	ecsirt	test	Test	Meant for testing.
595	CERT-XLM	CERT-XLM	abusive-content	Abusive Content	Abusive Content.
596	CERT-XLM	CERT-XLM	malicious-code	Malicious Code	Software that is intentionally included or inserted in a system for a harmful purpose. A user interaction is normally necessary to activate the code.
597	CERT-XLM	CERT-XLM	information-gathering	Information Gathering	This group is for the reconnaissance; generally, it is the step before attacking.
598	CERT-XLM	CERT-XLM	intrusion-attempts	Intrusion Attempts	This group is for attack detected/tried but without success.
599	CERT-XLM	CERT-XLM	intrusion	Intrusion	This group is for successful unauthorized access to a system.
600	CERT-XLM	CERT-XLM	availability	Availability	By this kind of an attack a system is bombarded with so many packets that the operations are delayed or the system crashes.
601	CERT-XLM	CERT-XLM	information-content-security	Information Content Security	This group is dealing with non-legitimate access or modification to data.
602	CERT-XLM	CERT-XLM	fraud	Fraud	This group is for unauthorized use of resources using resources for unauthorized purposes including profit-making ventures (eg, the use of e-mail to participate in illegal profit chain letters or pyramid schemes).
603	CERT-XLM	CERT-XLM	vulnerable	Vulnerable	Vulnerable
604	CERT-XLM	CERT-XLM	conformity	Conformity	This group is for catching breach about controls given by the company or externals entities.
605	CERT-XLM	CERT-XLM	other	Other	Other
606	CERT-XLM	CERT-XLM	test	Test	Meant for testing.
607	europol-event	europol-event	infected-by-known-malware	System(s) infected by known malware	The presence of any of the types of malware was detected in a system.
608	europol-event	europol-event	dissemination-malware-email	Dissemination of malware by email	Malware attached to a message or email message containing link to malicious URL.
609	europol-event	europol-event	hosting-malware-webpage	Hosting of malware on web page	 Web page disseminating one or various types of malware.
610	europol-event	europol-event	c&c-server-hosting	Hosting of malware on web page	Web page disseminating one or various types of malware.
611	europol-event	europol-event	worm-spreading	Replication and spreading of a worm	System infected by a worm trying to infect other systems.
612	europol-event	europol-event	connection-malware-port	Connection to (a) suspicious port(s) linked to specific malware	System attempting to gain access to a port normally linked to a specific type of malware.
613	europol-event	europol-event	connection-malware-system	Connection to (a) suspicious system(s) linked to specific malware	System attempting to gain access to an IP address or URL normally linked to a specific type of malware, e.g. C&C or a distribution page for components linked to a specific botnet.
614	europol-event	europol-event	flood	Flood of requests	Mass mailing of requests (network packets, emails, etc...) from one single source to a specific service, aimed at affecting its normal functioning.
615	europol-event	europol-event	exploit-tool-exhausting-resources	Exploit or tool aimed at exhausting resources (network, processing capacity, sessions, etc...)	One single source using specially designed software to affect the normal functioning of a specific service, by exploiting a vulnerability.
616	europol-event	europol-event	packet-flood	Packet flooding	Mass mailing of requests (network packets, emails, etc...) from various sources to a specific service, aimed at affecting its normal functioning.
617	europol-event	europol-event	exploit-framework-exhausting-resources	Exploit or tool distribution aimed at exhausting resources	Various sources using specially designed software to affect the normal functioning of a specific service, by exploiting a vulnerability.
618	europol-event	europol-event	vandalism	Vandalism	Logical and physical activities which – although they are not aimed at causing damage to information or at preventing its transmission among systems – have this effect.
619	europol-event	europol-event	disruption-data-transmission	Intentional disruption of data transmission and processing mechanisms	Logical and physical activities aimed at causing damage to information or at preventing its transmission among systems.
620	europol-event	europol-event	system-probe	System probe	Single system scan searching for open ports or services using these ports for responding.
621	europol-event	europol-event	network-scanning	Network scanning	Scanning a network aimed at identifying systems which are active in the same network.
622	europol-event	europol-event	dns-zone-transfer	DNS zone transfer	Transfer of a specific DNS zone.
623	europol-event	europol-event	wiretapping	Wiretapping	Logical or physical interception of communications.
624	europol-event	europol-event	dissemination-phishing-emails	Dissemination of phishing emails	Mass emailing aimed at collecting data for phishing purposes with regard to the victims.
625	europol-event	europol-event	hosting-phishing-sites	Hosting phishing sites	Hosting web sites for phishing purposes.
626	europol-event	europol-event	aggregation-information-phishing-schemes	Aggregation of information gathered through phishing schemes	Collecting data obtained through phishing attacks on web pages, email accounts, etc...
627	europol-event	europol-event	exploit-attempt	Exploit attempt	Unsuccessful use of a tool exploiting a specific vulnerability of the system.
628	europol-event	europol-event	sql-injection-attempt	SQL injection attempt	Unsuccessful attempt to manipulate or read the information of a database by using the SQL injection technique.
629	europol-event	europol-event	xss-attempt	XSS attempt	Unsuccessful attempts to perform attacks by using cross-site scripting techniques.
630	europol-event	europol-event	file-inclusion-attempt	File inclusion attempt	Unsuccessful attempt to include files in the system under attack by using file inclusion techniques.
631	europol-event	europol-event	brute-force-attempt	Brute force attempt	Unsuccessful login attempt by using sequential credentials for gaining access to the system.
632	europol-event	europol-event	password-cracking-attempt	Password cracking attempt	Attempt to acquire access credentials by breaking the protective cryptographic keys.
633	europol-event	europol-event	dictionary-attack-attempt	Dictionary attack attempt	Unsuccessful login attempt by using system access credentials previously loaded into a dictionary.
634	europol-event	europol-event	exploit	Use of a local or remote exploit	Successful use of a tool exploiting a specific vulnerability of the system.
635	europol-event	europol-event	sql-injection	SQL injection	Manipulation or reading of information contained in a database by using the SQL injection technique.
636	europol-event	europol-event	xss	XSS	Attacks performed with the use of cross-site scripting techniques.
637	europol-event	europol-event	file-inclusion	File inclusion	Inclusion of files into a system under attack with the use of file inclusion techniques.
638	europol-event	europol-event	control-system-bypass	Control system bypass	Unauthorised access to a system or component by bypassing an access control system in place.
639	europol-event	europol-event	theft-access-credentials	Theft of access credentials	Unauthorised access to a system or component by using stolen access credentials.
640	europol-event	europol-event	unauthorized-access-system	Unauthorised access to a system	Unauthorised access to a system or component.
641	europol-event	europol-event	unauthorized-access-information	Unauthorised access to information	Unauthorised access to a set of information.
642	europol-event	europol-event	data-exfiltration	Data exfiltration	Unauthorised access to and sharing of a specific set of information.
643	europol-event	europol-event	modification-information	Modification of information	Unauthorised changes to a specific set of information.
644	europol-event	europol-event	deletion-information	Deletion of information	Unauthorised deleting of a specific set of information.
645	europol-event	europol-event	illegitimate-use-resources	Misuse or unauthorised use of resources	Use of institutional resources for purposes other than those intended.
646	europol-event	europol-event	illegitimate-use-name	Illegitimate use of the name of an institution or third party	Using the name of an institution without permission to do so.
647	europol-event	europol-event	email-flooding	Email flooding	Sending an unusually large quantity of email messages.
648	europol-event	europol-event	spam	Sending an unsolicited message	Sending an email message that was unsolicited or unwanted by the recipient.
649	europol-event	europol-event	copyrighted-content	Distribution or sharing of copyright protected content	Distribution or sharing of content protected by copyright and related rights.
650	europol-event	europol-event	content-forbidden-by-law	Dissemination of content forbidden by law (publicly prosecuted offences)	Distribution or sharing of illegal content such as child pornography, racism, xenophobia, etc...
651	europol-event	europol-event	unspecified	Other unspecified event	Other unlisted events.
652	europol-event	europol-event	undetermined	Undetermined	Field aimed at the classification of unprocessed events, which have remained undetermined from the beginning.
653	dark-web	dark-web	topic	Topic	Topic associated with the materials tagged
654	dark-web	dark-web	motivation	Motivation	Motivation with the materials tagged
655	dark-web	dark-web	structure	Structure	Structure of the materials tagged
656	euci	euci	TS-UE/EU-TS	TRES SECRET UE/EU TOP SECRET	Information and material the unauthorised disclosure of which could cause exceptionally grave prejudice to the essential interests of the European Union or of one or more of the Member States.
657	euci	euci	S-UE/EU-S	SECRET UE/EU SECRET	Information and material the unauthorised disclosure of which could seriously harm the essential interests of the European Union or of one or more of the Member States.
658	euci	euci	C-UE/EU-C	CONFIDENTIEL UE/EU CONFIDENTIAL	Information and material the unauthorised disclosure of which could harm the essential interests of the European Union or of one or more of the Member States.
659	euci	euci	R-UE/EU-R	RESTREINT UE/EU RESTRICTED	Information and material the unauthorised disclosure of which could be disadvantageous to the interests of the European Union or of one or more of the Member States.
660	approved-category-of-action	approved-category-of-action	cat1	Cat1	Minimal Exposure - Passive Collection: CAT 1 actions provide the least exposure of an indicator, either through adversary observation or disclosure. Usage of the indicator is restricted to passive monitoring on Government or Cleared Partner networks, or through a classified passive capability or Operation. CAT 1 actions do not interact with or affect malicious network traffic.
661	approved-category-of-action	approved-category-of-action	cat2	Cat2	Moderate Exposure - Government or Cleared Partner Internal Active Collection: CAT 2 actions expose the usage of an indicator through non-disruptive collection techniques which require interactions with an adversary, within Government or Cleared Partner networks. While it is not the intent to disrupt the adversary it is possible that an adversary may discover they are subject to such techniques.
662	approved-category-of-action	approved-category-of-action	cat3	Cat3	Moderate Exposure - Government or Cleared Partner Internal Countermeasures: CAT 3 actions expose the usage of an indicator through inward-facing countermeasures. Malicious network traffic is affected in some manner, however the results are not directly observable to the adversary or external parties and is, therefore, more difficult to attribute as a deliberate action. Usage of the indicator is restricted to Government and Cleared Partner networks, or a classified capability or Operation. This implies a lower likelihood for non-approved disclosures.
663	approved-category-of-action	approved-category-of-action	cat4	Cat4	Moderate Exposure - Government Actions on External Networks: CAT 4 actions expose the usage of an indicator through actions which occur on internet accessible networks, without the authorization of the network or information owner. Such actions are conducted as classified Operations under the auspices of national legislative and compliance provisions. Action consequences are observable to the adversary and other, public parties and it is possible they may be attributed as Government sanctioned actions.
664	approved-category-of-action	approved-category-of-action	cat5	Cat5	High Exposure - Public Actions Which Enable Internal Countermeasures: CAT 5 actions expose the usage of an indicator through the public release of information which enables internal actions on networks not owned and controlled by the Government (i.e. industry, commercial or foreign governments). These actions are official public releases and are attributable as Government sanctioned actions.
665	approved-category-of-action	approved-category-of-action	cat6	Cat6	High Exposure - Actions on Adversary Infrastructure: CAT 6 actions expose the usage of an indicator through actions which occur on adversary owned networks, without the authorization of the network or information owner. Such actions are conducted as classified Operations under the auspices of national legislative and compliance provisions. Action consequences are observable to the adversary, and possibly other public parties, and it is possible they may deduce this as FVEY action.
666	stealth_malware	stealth_malware	type	Stealth technique type	
667	rt_event_status	rt_event_status	event-status	Event Status	
668	dcso-sharing	dcso-sharing	event-type		
669	retention	retention	expired	Set when the retention period has expired	
670	retention	retention	1d	1 day	
671	retention	retention	2d	2 days	
672	retention	retention	7d	7 days	
673	retention	retention	2w	2 weeks	
674	retention	retention	1m	1 month	
675	retention	retention	2m	2 months	
676	retention	retention	3m	3 months	
677	retention	retention	6m	6 months	
678	retention	retention	1y	1 year	
679	retention	retention	10y	10 year	
680	failure-mode-in-machine-learning	failure-mode-in-machine-learning	intentionally-motivated-failures-summary	Intentionally-Motivated Failures Summary	Intentional failures wherein the failure is caused by an active adversary attempting to subvert the system to attain her goals – either to misclassify the result, infer private training data, or to steal the underlying algorithm.
681	failure-mode-in-machine-learning	failure-mode-in-machine-learning	unintended-failures-summary	Unintended Failures Summary	Unintentional failures wherein the failure is because an ML system produces a formally correct but completely unsafe outcome.
682	trust	trust	trust	How much trust the analyst has with this indicator.	
683	trust	trust	frequency	Recency/count of occurence at which the indicator occurs in data.	
684	trust	trust	valid	Whether this indicator was pushed as trusted but cannot be trusted (ie. MD5 cannot be valid because it is cryptographically broken).	
685	scrippsco2-sampling-stations	scrippsco2-sampling-stations	ALT	Alert, NWT, Canada	
686	scrippsco2-sampling-stations	scrippsco2-sampling-stations	PTB	Point Barrow, Alaska	
687	scrippsco2-sampling-stations	scrippsco2-sampling-stations	STP	Station P	
688	scrippsco2-sampling-stations	scrippsco2-sampling-stations	LJO	La Jolla Pier, California	
689	scrippsco2-sampling-stations	scrippsco2-sampling-stations	BCS	Baja California Sur, Mexico	
690	scrippsco2-sampling-stations	scrippsco2-sampling-stations	MLO	Mauna Loa Observatory, Hawaii	
691	scrippsco2-sampling-stations	scrippsco2-sampling-stations	KUM	Cape Kumukahi, Hawaii 	
692	scrippsco2-sampling-stations	scrippsco2-sampling-stations	CHR	Christmas Island, Fanning Island	
693	scrippsco2-sampling-stations	scrippsco2-sampling-stations	SAM	American Samoa	
694	scrippsco2-sampling-stations	scrippsco2-sampling-stations	KER	Kermadec Islands, Raoul Island	
695	scrippsco2-sampling-stations	scrippsco2-sampling-stations	NZD	Baring Head, New Zealand	
696	scrippsco2-sampling-stations	scrippsco2-sampling-stations	PSA	Palmer Station, Antarctica	
697	scrippsco2-sampling-stations	scrippsco2-sampling-stations	SPO	South Pole	
698	incident-disposition	incident-disposition	incident	Incident	
699	incident-disposition	incident-disposition	not-an-incident	Not an incident	
700	incident-disposition	incident-disposition	duplicate	Duplicate	
701	maec-malware-capabilities	maec-malware-capabilities	maec-malware-capability	MAEC Malware capability	
702	nis	nis	impact-sectors-impacted	Sectors impacted	The impact on services, in the real world, indicating the sectors of the society and economy, where there is an impact on the services.
703	nis	nis	impact-severity	Severity of the impact	The severity of the impact, nationally, in the real world, for society and/or the economy, i.e. the level of disruption for the country or a large region of the country, the level of risks for health and/or safety, the level of physical damages and/or financial costs.
704	nis	nis	impact-outlook	Outlook	The outlook for the incident, the prognosis, for the coming hours, considering the impact in the real world, the impact on services, for the society and/or the economy
705	nis	nis	nature-root-cause	Root cause category	The Root cause category is used to indicate what type event or threat triggered the incident.
706	nis	nis	nature-severity	Severity of the threat	The severity of the threat is used to indicate, from a technical perspective, the potential impact, the risk associated with the threat. For example, the severity is high if an upcoming storm is exceptionally strong, if an observed DDoS attack is exceptionally powerful, or if a software vulnerability is easily exploited and present in many different systems. For example, in certain situations a critical software vulnerability would require concerted and urgent work by different organizations.
707	nis	nis	test	Test	A test predicate meant to test interoperability between tools. Tags contained within this predicate are to be ignored.
708	eu-marketop-and-publicadmin	eu-marketop-and-publicadmin	critical-infra-operators	Critical Infrastructure Operators	
709	eu-marketop-and-publicadmin	eu-marketop-and-publicadmin	info-services	Information Society services enablers	
710	eu-marketop-and-publicadmin	eu-marketop-and-publicadmin	public-admin	Public administration	
711	action-taken	action-taken	informed ISP/Hosting Service Provider	Informed ISP/Hosting Service Provider	
712	action-taken	action-taken	informed Registrar	Informed Registrar	
713	action-taken	action-taken	informed Registrant	Informed Registrant	
714	action-taken	action-taken	informed abuse-contact (domain)	Informed abuse-contact (domain)	
715	action-taken	action-taken	informed abuse-contact (IP)	Informed abuse-contact (IP)	
716	action-taken	action-taken	informed legal department	Informed legal department	
717	use-case-applicability	use-case-applicability	announced-administrative/user-action	Announced administrative/user action	The process to communicate administrative activities or special user actions was in place and working correctly. Internal sensors are working and detecting privileged or irregular administrative behaviour.
718	use-case-applicability	use-case-applicability	unannounced-administrative/user-action	Unannounced administrative/user action	Internal sensors have detected privileged or user activity, which was not previously communicated. This category also includes improper usage.
719	use-case-applicability	use-case-applicability	log-management-rule-configuration-error	Log management rule configuration error	This category reflects false alerts that were raised due to configuration errors in the central log management system, often a SIEM, rule.
720	use-case-applicability	use-case-applicability	detection-device/rule-configuration-error	Detection device/rule configuration error	This category reflects rules on detection devices, which are usually passive or active components of network security.
721	use-case-applicability	use-case-applicability	bad-IOC/rule-pattern-value	Bad IOC/rule pattern value	Products often require external indicator information or security feeds to be applied on active or passive infrastructure components to create alerts.
722	use-case-applicability	use-case-applicability	test-alert	Test alert	This alert reflects alerts created for testing purposes. 
723	use-case-applicability	use-case-applicability	confirmed-attack-with-IR-actions	Confirmed Attack with IR actions	This alert represents the classic true positives, where all security controls in place were circumvented, a security control was lacking or a misconfiguration of a security element occurred.
724	use-case-applicability	use-case-applicability	confirmed-attack-attempt-without-IR-actions	Confirmed Attack attempt without IR actions	This category reflects an attempt by a threat actor, which in the end could be prevented by in place security measures but passed security controls associated with the delivery phase of the Cyber Kill Chain.
725	mwdb	mwdb	location_type	Location Type	Type of malicious URL.
726	mwdb	mwdb	family	Malware Family	
727	gsma-fraud	gsma-fraud	technical	Technical	
728	gsma-fraud	gsma-fraud	subscription	Subscription	
729	gsma-fraud	gsma-fraud	distribution	Distribution	
730	gsma-fraud	gsma-fraud	business	Business	
731	gsma-fraud	gsma-fraud	prepaid	Prepaid	
732	interactive-cyber-training-technical-setup	interactive-cyber-training-technical-setup	environment-structure	Environment Structure	The environment structure refers to the basic characteristic of the event.
733	interactive-cyber-training-technical-setup	interactive-cyber-training-technical-setup	deployment	Deployment	The environment of cyber training can either be deployed on premise or on cloud infrastructures
734	interactive-cyber-training-technical-setup	interactive-cyber-training-technical-setup	orchestration	Orchestration	The composition of parts and components of a pool of tasks. The goal is to setup a holistic scenario and integrate cyber training session. Furthermore, it includes a declarative description of the overall process in the form of a composite and harmonic collaboration.
735	threatmatch	threatmatch	sector	Extensive list of sector definition tags	
736	threatmatch	threatmatch	incident-type	Incident tags are used by the ThreatMatch platform to categorise a relevant incident event.	
737	threatmatch	threatmatch	malware-type	Malware tags are used by the ThreatMatch platform to categorise malware types.	
738	threatmatch	threatmatch	alert-type	Alert tags are used by the ThreatMatch platform to categorise a relevant threat.	
739	interactive-cyber-training-training-environment	interactive-cyber-training-training-environment	training-type	Training Type	Education in cybersecurity follows different approaches. The level of interaction and hands-on experience distinguishes different types of training.
740	interactive-cyber-training-training-environment	interactive-cyber-training-training-environment	scenario	Scenario	The scenario is a main component of cybersecurity training. Scenarios are needed to reach the goal of the training.
741	ms-caro-malware	ms-caro-malware	malware-type	Malware Type: What the threat does on a computer	
742	ms-caro-malware	ms-caro-malware	malware-platform	Malware Platform: Operating system that the threat is designed to work on, scripting language, macros, and other file types	
743	maec-delivery-vectors	maec-delivery-vectors	maec-delivery-vector	MAEC Delivery Vector	
744	accessnow	accessnow	anti-corruption-transparency	Anti-Corruption and transparency	The organization campaigns, or takes other actions against corruption and transparency.
745	accessnow	accessnow	anti-war-violence	Anti-War / Anti-Violence	The organization campaigns, or takes other actions against war
746	accessnow	accessnow	culture	Culture	The organization campaigns or acts to promote cultural events
747	accessnow	accessnow	economic-change	Economic Change	Issues of economic policy, wealth distribution, etc.
748	accessnow	accessnow	education	Education	The organization is concerned with some form of education
749	accessnow	accessnow	election-monitoring	Election Monitoring	The organization is an election monitor, or involved in election monitoring
750	accessnow	accessnow	environment	Environment	The organization campaigns or acts to protect the environment
751	accessnow	accessnow	freedom-expression	Freedom of Expression	The organization is concerned with freedom of speech issues
752	accessnow	accessnow	freedom-tool-development	Freedom Tool Development	The organization develops tools for use in defending or extending digital rights
753	accessnow	accessnow	funding	Funding	 The organization is a funder of organizations or projects working with at risk users
754	accessnow	accessnow	health	Health Issues	The organization prevents epidemic illness or acts on curing them
755	accessnow	accessnow	human-rights	Human Rights Issues	relating to the detection, recording, exposure, or challenging of abuses of human rights
756	accessnow	accessnow	internet-telecom	Internet and Telecoms	Issues of digital rights in electronic communications
757	accessnow	accessnow	lgbt-gender-sexuality	LGBT / Gender / Sexuality	Issues relating to the Lesbian, Gay, Bi, Transgender community
758	accessnow	accessnow	policy	Policy	The organization is a policy think-tank, or policy advocate
759	accessnow	accessnow	politics	Politics	The organization takes a strong political view or is a political entity
760	accessnow	accessnow	privacy	Privacy	Issues relating to the individual's reasonable right to privacy
761	accessnow	accessnow	rapid-response	Rapid Response	The organization provides rapid response type capability for civil society
762	accessnow	accessnow	refugees	Refugees	Issues relating to displaced people
763	accessnow	accessnow	security	Security	Issues relating to physical or information security
764	accessnow	accessnow	womens-right	Women's Rights	Issues pertaining to inequality between men and women, or issues of particular relevance to women
765	accessnow	accessnow	youth-rights	Youth Rights	Issues of particular relevance to youth
766	cycat	cycat	type	Type	Type of entry in the catalogue.
767	cycat	cycat	scope	Scope	Scope of usage for the entry in the catalogue.
768	information-security-indicators	information-security-indicators	IEX	Intrusions and external attacks	Indicators of this category give information on the occurrence of incidents caused by external malicious threat sources.
769	information-security-indicators	information-security-indicators	IMF	Malfunctions	Indicators of this category provides information on the occurrence of incidents caused by malfunctions, breakdowns or human errors.
770	information-security-indicators	information-security-indicators	IDB	Internal deviant behaviours	Indicators of this category provide information on the occurrence of incidents regarding internal deviant behaviours (including especially usurpation of rights or of identity).
771	information-security-indicators	information-security-indicators	IWH	Whole incident categories	Indicators of this category are indicators that concern all categories of incidents.
772	information-security-indicators	information-security-indicators	VBH	Behavioural vulnerabilities	Indicators of this category apply to the existence of abnormal behaviours that could lead to security incidents.
773	information-security-indicators	information-security-indicators	VSW	Software vulnerabilities	Indicators of this category apply to the existence of weaknesses in software that could be exploited and lead to security incidents.
774	information-security-indicators	information-security-indicators	VCF	Configuration vulnerabilities	Indicators of this category apply to the existence of weaknesses in the configuration of IT devices that could be exploited and lead to security incidents.
775	information-security-indicators	information-security-indicators	VTC	General security technical vulnerabilities	Indicators of this category measure the existence of weaknesses in the IT and physical architecture that could be exploited and lead to security incidents.
776	information-security-indicators	information-security-indicators	VOR	General security organizational vulnerabilities	Indicators of this category measure the existence of weaknesses in the organization that could be exploited and lead to security incidents.
777	information-security-indicators	information-security-indicators	IMP	Impact	Indicators as regards impact measurement.
778	nato	nato	classification	Classification	
779	fr-classif	fr-classif	classifiees-defense	Informations classifiées défense	
780	fr-classif	fr-classif	non-classifiees-defense	Informations non classifiées defense	
781	fr-classif	fr-classif	non-classifiees	Informations non classifiées	
782	cryptocurrency-threat	cryptocurrency-threat	SIM Swapping	An identity theft technique that takes over a victim's mobile device to steal credentials and break into wallets or exchange accounts to steal cryptocurrency.	
783	cryptocurrency-threat	cryptocurrency-threat	Crypto Dusting	A new form of blockchain spam that erodes the recipient's reputation by sending cryptocurrency from known money mixers.	
784	cryptocurrency-threat	cryptocurrency-threat	Sanction Evasion	Nation states using cryptocurrencies has been promoted by the Iranian and Venezuelan governments.	
785	cryptocurrency-threat	cryptocurrency-threat	Next-Generation Crypto Mixers	Money laundering services that promise to exchange tainted tokens for freshly mined crypto, but in reality, cleanse cryptocurrency through exchanges.	
786	cryptocurrency-threat	cryptocurrency-threat	Shadow Money Service Businesses	Unlicensed Money Service Businesses (MSBs) banking cryptocurrency without the knowledge of host financial institutions, and thus exposing banks to unknown risk.	
787	cryptocurrency-threat	cryptocurrency-threat	Datacenter-Scale Crypto Jacking: 	Takeover attacks that mine for cryptocurrency at a massive scale have been discovered in datacenters, including AWS.	
788	cryptocurrency-threat	cryptocurrency-threat	Lightning Network Transactions	"Enable anonymous bitcoin transactions by going ""off-chain,"" and cannow scale to $2,150,000."	
789	cryptocurrency-threat	cryptocurrency-threat	Decentralized Stable Coins	Stabilized tokens that can be designed for use as private coins.	
790	cryptocurrency-threat	cryptocurrency-threat	Email Extortion and Bomb Threats	Cyber-extortionists stepped up mass-customized phishing emails campaigns using old passwords and spouse names in 2018. Bomb threat extortion scams demanding bitcoin spiked in December.	
791	cryptocurrency-threat	cryptocurrency-threat	Crypto Robbing Ransomware	Cyber-extortionists began distributing new malware that empties cryptocurrency wallets and steals private keys while holding user data hostage.	
792	iep2-reference	iep2-reference	id_ref	POLICY ID REFERENCE	Refers to a unique IEP Policy ID to identify a specific IEP policy at a remote location.
793	iep2-reference	iep2-reference	url	URL	This is the remote URL specifying the IEP Policy File that contains the IEP Policy you wish to use.
794	iep2-reference	iep2-reference	iep_version	IEP POLICY VERSION	States the version of the IEP framework that has been used. Must be set to 2.0.
